objectID,title,department,classification,culture,medium,objectDate,objectBeginDate,objectEndDate,artistDisplayName,artistNationality,artistGender,primaryImage,primaryImageSmall,isHighlight,isPublicDomain,inferred_gender,century,medium_category
436351,Portrait of a Noblewoman by Labille-Guiard,European Paintings,Prints,French,Woodcut,1834,1834,1835,Adélaïde Labille-Guiard,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100351-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100351-001.jpg,True,True,female,19th c. CE,print
436353,Portrait of a Gentleman by Brun,European Paintings,Paintings,French,Oil on panel,1529,1529,1532,Élisabeth Louise Vigée Le Brun,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100353-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100353-001.jpg,False,True,female,16th c. CE,painting
436354,Studies of Hands and Drapery,European Paintings,Paintings,Flemish,Oil on canvas,1557,1557,1559,Anthony van Dyck,Flemish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100354-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100354-001.jpg,True,True,male,16th c. CE,painting
436355,Landscape with River,European Paintings,Paintings,Netherlandish,Oil and acrylic on canvas,1844,1844,1847,Jan van Eyck,Netherlandish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100355-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100355-001.jpg,False,True,male,19th c. CE,painting
436356,Mountain View at Sunset,European Paintings,Paintings,French,Oil on panel,1411,1411,1415,Paul Cézanne,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100356-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100356-001.jpg,True,True,male,15th c. CE,painting
436358,Still Life with Flowers,European Paintings,Prints,German,Etching and engraving,1919,1919,1920,Lucas Cranach the Elder,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100358-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100358-001.jpg,False,True,male,20th c. CE,print
436359,Study of a Young Woman,Modern and Contemporary Art,Drawings,French,Ivory plaque,1771,1771,1772,Suzanne Valadon,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100359-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100359-001.jpg,True,True,female,18th c. CE,other
436360,Portrait of a Noblewoman by Labille-Guiard,European Paintings,Paintings,French,Oil on panel,1765,1765,1766,Adélaïde Labille-Guiard,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100360-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100360-001.jpg,False,True,female,18th c. CE,painting
436361,Portrait of a Noblewoman by Manet,European Paintings,Paintings,French,Oil and acrylic on canvas,1841,1841,1843,Édouard Manet,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100361-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100361-001.jpg,False,True,male,19th c. CE,painting
436363,Portrait of a Noblewoman by Bonheur,European Paintings,Paintings,French,Tempera on wood,1790,1790,1795,Rosa Bonheur,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100363-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100363-001.jpg,True,True,female,18th c. CE,painting
436366,Studies of Hands and Drapery,European Paintings,Paintings,Italian,Oil and acrylic on canvas,1885,1885,1890,Rosalba Carriera,Italian,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100366-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100366-001.jpg,False,True,female,19th c. CE,painting
436367,Still Life with Flowers,European Paintings,Paintings,American,Tempera on wood,1904,1904,1908,Edmonia Lewis,American,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100367-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100367-001.jpg,False,True,female,20th c. CE,painting
436368,Still Life with Flowers,European Paintings,Prints,American,Etching and engraving,1686,1686,1690,Harriet Hosmer,American,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100368-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100368-001.jpg,False,True,female,17th c. CE,print
436369,Interior Scene,European Paintings,Paintings,British,Oil and acrylic on canvas,1543,1543,1548,J.M.W. Turner,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100369-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100369-001.jpg,False,True,male,16th c. CE,painting
436370,Mythological Scene,European Paintings,Paintings,French,Tempera on wood,1533,1533,1535,Édouard Manet,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100370-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100370-001.jpg,False,True,male,16th c. CE,painting
436373,Still Life with Flowers,European Paintings,Paintings,Dutch,Oil on canvas,1815,1815,1819,Judith Leyster,Dutch,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100373-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100373-001.jpg,True,True,female,19th c. CE,painting
436376,Portrait of a Noblewoman by Rodin,European Paintings,Prints,French,Lithograph on paper,1869,1869,1872,Auguste Rodin,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100376-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100376-001.jpg,True,True,male,19th c. CE,print
436380,Mythological Scene,Modern and Contemporary Art,Drawings,French,Ivory plaque,1523,1523,1524,Auguste Rodin,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100380-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100380-001.jpg,True,True,male,16th c. CE,other
436385,Saint Jerome in His Study,European Paintings,Paintings,Dutch,Tempera on wood,1876,1876,1878,Vincent van Gogh,Dutch,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100385-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100385-001.jpg,True,True,male,19th c. CE,painting
436386,Mountain View at Sunset,European Paintings,Paintings,French,Tempera on wood,1650,1650,1655,Édouard Manet,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100386-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100386-001.jpg,True,True,male,17th c. CE,painting
436387,Portrait of a Gentleman by Monet,European Paintings,Prints,French,Lithograph on paper,1622,1622,1625,Claude Monet,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100387-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100387-001.jpg,False,True,male,17th c. CE,print
436388,Study of a Young Woman,European Paintings,Paintings,Spanish,Tempera on wood,1884,1884,1889,Diego Velázquez,Spanish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100388-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100388-001.jpg,False,True,male,19th c. CE,painting
436389,Studies of Hands and Drapery,European Paintings,Prints,Flemish,Etching and engraving,1882,1882,1884,Peter Paul Rubens,Flemish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100389-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100389-001.jpg,False,True,male,19th c. CE,print
436390,Mythological Scene,Modern and Contemporary Art,Drawings,French,Watercolor and ink on paper,1953,1953,1957,Paul Cézanne,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100390-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100390-001.jpg,True,True,male,20th c. CE,drawing_paper
436393,Studies of Hands and Drapery,European Paintings,Paintings,French,Oil on panel,1851,1851,1855,Marie-Gabrielle Capet,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100393-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100393-001.jpg,False,True,female,19th c. CE,painting
436394,Self-Portrait,European Paintings,Paintings,American,Oil on canvas,1686,1686,1689,John Singer Sargent,American,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100394-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100394-001.jpg,False,True,male,17th c. CE,painting
436395,Interior Scene,European Paintings,Paintings,Dutch,Oil on canvas,1898,1898,1899,Vincent van Gogh,Dutch,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100395-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100395-001.jpg,False,True,male,19th c. CE,painting
436396,Village Festival,European Paintings,Paintings,American,Oil and acrylic on canvas,1843,1843,1845,Mary Cassatt,American,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100396-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100396-001.jpg,True,True,female,19th c. CE,painting
436398,Allegory of Spring,European Paintings,Paintings,French,Oil and acrylic on canvas,1841,1841,1846,Edgar Degas,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100398-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100398-001.jpg,True,True,male,19th c. CE,painting
436399,Village Festival,European Paintings,Paintings,Netherlandish,Tempera on wood,1824,1824,1827,Catharina van Hemessen,Netherlandish,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100399-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100399-001.jpg,False,True,female,19th c. CE,painting
436400,Mountain View at Sunset,European Paintings,Prints,French,Lithograph on paper,1586,1586,1591,Élisabeth Louise Vigée Le Brun,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100400-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100400-001.jpg,False,True,female,16th c. CE,print
436401,Portrait of a Gentleman by Gogh,European Paintings,Paintings,Dutch,Oil on canvas,1959,1959,1962,Vincent van Gogh,Dutch,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100401-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100401-001.jpg,True,True,male,20th c. CE,painting
436404,Studies of Hands and Drapery,European Paintings,Paintings,Flemish,Oil on panel,1652,1652,1657,Peter Paul Rubens,Flemish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100404-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100404-001.jpg,False,True,male,17th c. CE,painting
436405,Mythological Scene,European Paintings,Paintings,British,Oil on panel,1880,1880,1881,Thomas Gainsborough,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100405-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100405-001.jpg,False,True,male,19th c. CE,painting
436406,Self-Portrait,European Paintings,Prints,French,Etching and engraving,1784,1784,1785,Jean-Antoine Houdon,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100406-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100406-001.jpg,False,True,male,18th c. CE,print
436407,Allegory of Spring,European Paintings,Paintings,American,Oil on canvas,1435,1435,1436,Winslow Homer,American,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100407-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100407-001.jpg,True,True,male,15th c. CE,painting
436410,Self-Portrait,European Paintings,Paintings,Dutch,Oil and acrylic on canvas,1633,1633,1634,Rachel Ruysch,Dutch,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100410-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100410-001.jpg,True,True,female,17th c. CE,painting
436412,Interior Scene,European Paintings,Paintings,French,Tempera on wood,1924,1924,1926,Jean-Antoine Houdon,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100412-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100412-001.jpg,False,True,male,20th c. CE,painting
436414,Saint Jerome in His Study,European Paintings,Paintings,French,Oil and acrylic on canvas,1829,1829,1830,Adélaïde Labille-Guiard,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100414-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100414-001.jpg,False,True,female,19th c. CE,painting
436415,The Holy Family,European Paintings,Paintings,French,Oil on panel,1776,1776,1781,Camille Claudel,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100415-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100415-001.jpg,True,True,female,18th c. CE,painting
436416,Saint Jerome in His Study,European Paintings,Paintings,French,Tempera on wood,1664,1664,1666,Suzanne Valadon,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100416-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100416-001.jpg,True,True,female,17th c. CE,painting
436418,Bust of a Woman,Modern and Contemporary Art,Drawings,Dutch,Graphite on paper,1865,1865,1870,Judith Leyster,Dutch,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100418-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100418-001.jpg,True,True,female,19th c. CE,drawing_paper
436419,The Holy Family,European Paintings,Paintings,French,Oil on panel,1833,1833,1836,Adélaïde Labille-Guiard,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100419-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100419-001.jpg,False,True,female,19th c. CE,painting
436421,Portrait of a Noblewoman by Rijn,European Paintings,Paintings,Dutch,Tempera on wood,1826,1826,1831,Rembrandt van Rijn,Dutch,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100421-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100421-001.jpg,True,True,male,19th c. CE,painting
436422,Study of a Young Woman,European Paintings,Paintings,Spanish,Oil on canvas,1586,1586,1590,Diego Velázquez,Spanish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100422-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100422-001.jpg,True,True,male,16th c. CE,painting
436423,Portrait of a Gentleman by Homer,European Paintings,Paintings,American,Tempera on wood,1774,1774,1778,Winslow Homer,American,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100423-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100423-001.jpg,False,True,male,18th c. CE,painting
436425,Studies of Hands and Drapery,European Paintings,Paintings,Spanish,Oil on panel,1762,1762,1763,Diego Velázquez,Spanish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100425-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100425-001.jpg,True,True,male,18th c. CE,painting
436426,Portrait of a Gentleman by Homer,European Paintings,Paintings,American,Tempera on wood,1766,1766,1770,Winslow Homer,American,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100426-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100426-001.jpg,False,True,male,18th c. CE,painting
436429,Village Festival,European Paintings,Paintings,British,Oil on canvas,1515,1515,1519,J.M.W. Turner,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100429-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100429-001.jpg,False,True,male,16th c. CE,painting
436430,Portrait of a Gentleman by Dürer,European Paintings,Prints,German,Woodcut,1548,1548,1553,Albrecht Dürer,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100430-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100430-001.jpg,True,True,male,16th c. CE,print
436431,Portrait of a Gentleman by Gogh,European Paintings,Paintings,Dutch,Oil and acrylic on canvas,1876,1876,1881,Vincent van Gogh,Dutch,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100431-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100431-001.jpg,True,True,male,19th c. CE,painting
436436,Mythological Scene,European Paintings,Paintings,German,Oil on panel,1531,1531,1533,Lucas Cranach the Elder,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100436-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100436-001.jpg,True,True,male,16th c. CE,painting
436441,Mythological Scene,European Paintings,Paintings,Spanish,Oil on panel,1950,1950,1952,Francisco Goya,Spanish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100441-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100441-001.jpg,True,True,male,20th c. CE,painting
436443,Village Festival,European Paintings,Paintings,French,Oil on panel,1716,1716,1719,Paul Cézanne,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100443-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100443-001.jpg,True,True,male,18th c. CE,painting
436448,Village Festival,European Paintings,Paintings,German,Tempera on wood,1787,1787,1792,Albrecht Dürer,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100448-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100448-001.jpg,False,True,male,18th c. CE,painting
436451,Mountain View at Sunset,Modern and Contemporary Art,Drawings,French,Embroidered silk textile,1769,1769,1773,Auguste Rodin,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100451-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100451-001.jpg,True,True,male,18th c. CE,other
436453,Allegory of Spring,European Paintings,Prints,French,Lithograph on paper,1912,1912,1915,Edgar Degas,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100453-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100453-001.jpg,True,True,male,20th c. CE,print
436456,Saint Jerome in His Study,European Paintings,Paintings,Italian,Tempera on wood,1429,1429,1430,Sofonisba Anguissola,Italian,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100456-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100456-001.jpg,False,True,female,15th c. CE,painting
436459,Village Festival,European Paintings,Paintings,French,Oil on panel,1583,1583,1586,Camille Claudel,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100459-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100459-001.jpg,False,True,female,16th c. CE,painting
436460,Village Festival,European Paintings,Paintings,Spanish,Oil on canvas,1514,1514,1517,Francisco Goya,Spanish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100460-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100460-001.jpg,False,True,male,16th c. CE,painting
436461,Self-Portrait,European Paintings,Paintings,Flemish,Tempera on wood,1848,1848,1851,Peter Paul Rubens,Flemish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100461-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100461-001.jpg,True,True,male,19th c. CE,painting
436462,Portrait of a Gentleman by Degas,European Paintings,Paintings,French,Oil on canvas,1835,1835,1837,Edgar Degas,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100462-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100462-001.jpg,True,True,male,19th c. CE,painting
436463,Studies of Hands and Drapery,European Paintings,Paintings,British,Tempera on wood,1753,1753,1755,Thomas Gainsborough,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100463-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100463-001.jpg,True,True,male,18th c. CE,painting
436464,Still Life with Flowers,European Paintings,Paintings,French,Oil on panel,1946,1946,1950,Jean-Antoine Houdon,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100464-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100464-001.jpg,False,True,male,20th c. CE,painting
436466,Saint Jerome in His Study,European Paintings,Prints,Flemish,Etching and engraving,1652,1652,1655,Anthony van Dyck,Flemish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100466-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100466-001.jpg,True,True,male,17th c. CE,print
436468,Interior Scene,European Paintings,Paintings,British,Oil and acrylic on canvas,1645,1645,1648,J.M.W. Turner,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100468-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100468-001.jpg,True,True,male,17th c. CE,painting
436469,Landscape with River,European Paintings,Paintings,Spanish,Oil on canvas,1900,1900,1905,Francisco Goya,Spanish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100469-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100469-001.jpg,True,True,male,20th c. CE,painting
436470,Interior Scene,European Paintings,Paintings,British,Tempera on wood,1436,1436,1439,J.M.W. Turner,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100470-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100470-001.jpg,True,True,male,15th c. CE,painting
436475,Allegory of Spring,European Paintings,Paintings,Flemish,Oil and acrylic on canvas,1892,1892,1894,Anthony van Dyck,Flemish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100475-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100475-001.jpg,True,True,male,19th c. CE,painting
436477,Portrait of a Noblewoman by Gainsborough,European Paintings,Paintings,British,Oil on canvas,1768,1768,1771,Thomas Gainsborough,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100477-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100477-001.jpg,False,True,male,18th c. CE,painting
436478,Allegory of Spring,European Paintings,Prints,Dutch,Lithograph on paper,1939,1939,1944,Rembrandt van Rijn,Dutch,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100478-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100478-001.jpg,True,True,male,20th c. CE,print
436479,Interior Scene,European Paintings,Paintings,Italian,Oil on canvas,1761,1761,1765,Artemisia Gentileschi,Italian,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100479-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100479-001.jpg,False,True,female,18th c. CE,painting
436480,Study of a Young Woman,European Paintings,Paintings,Netherlandish,Oil on panel,1885,1885,1889,Catharina van Hemessen,Netherlandish,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100480-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100480-001.jpg,False,True,female,19th c. CE,painting
436481,Study of a Young Woman,European Paintings,Paintings,French,Oil and acrylic on canvas,1818,1818,1821,Adélaïde Labille-Guiard,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100481-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100481-001.jpg,True,True,female,19th c. CE,painting
436485,Saint Jerome in His Study,European Paintings,Paintings,Dutch,Oil on canvas,1907,1907,1909,Vincent van Gogh,Dutch,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100485-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100485-001.jpg,False,True,male,20th c. CE,painting
436486,Village Festival,European Paintings,Paintings,French,Oil and acrylic on canvas,1578,1578,1581,Suzanne Valadon,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100486-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100486-001.jpg,False,True,female,16th c. CE,painting
436487,Allegory of Spring,Modern and Contemporary Art,Drawings,French,Charcoal on paper,1682,1682,1687,Jean-Antoine Houdon,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100487-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100487-001.jpg,True,True,male,17th c. CE,drawing_paper
436488,Village Festival,European Paintings,Paintings,French,Oil on panel,1958,1958,1961,Marie-Gabrielle Capet,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100488-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100488-001.jpg,True,True,female,20th c. CE,painting
436490,Village Festival,European Paintings,Paintings,American,Tempera on wood,1765,1765,1769,John Singer Sargent,American,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100490-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100490-001.jpg,False,True,male,18th c. CE,painting
436495,Village Festival,European Paintings,Paintings,Flemish,Tempera on wood,1680,1680,1684,Anthony van Dyck,Flemish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100495-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100495-001.jpg,True,True,male,17th c. CE,painting
436496,The Holy Family,European Paintings,Paintings,British,Oil on panel,1783,1783,1786,Thomas Gainsborough,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100496-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100496-001.jpg,False,True,male,18th c. CE,painting
436498,Portrait of a Gentleman by Sargent,European Paintings,Paintings,American,Oil on canvas,1894,1894,1899,John Singer Sargent,American,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100498-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100498-001.jpg,False,True,male,19th c. CE,painting
436499,Landscape with River,European Paintings,Paintings,British,Oil on canvas,1939,1939,1940,Joshua Reynolds,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100499-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100499-001.jpg,False,True,male,20th c. CE,painting
436502,Allegory of Spring,European Paintings,Paintings,German,Oil on panel,1655,1655,1660,Albrecht Dürer,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100502-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100502-001.jpg,False,True,male,17th c. CE,painting
436506,Saint Jerome in His Study,European Paintings,Paintings,Dutch,Oil on panel,1957,1957,1960,Rembrandt van Rijn,Dutch,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100506-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100506-001.jpg,True,True,male,20th c. CE,painting
436508,Saint Jerome in His Study,European Paintings,Paintings,French,Oil on panel,1898,1898,1902,Camille Claudel,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100508-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100508-001.jpg,False,True,female,19th c. CE,painting
436509,Portrait of a Gentleman by Houdon,European Paintings,Paintings,French,Oil on panel,1840,1840,1843,Jean-Antoine Houdon,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100509-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100509-001.jpg,True,True,male,19th c. CE,painting
436510,Portrait of a Noblewoman by Cézanne,European Paintings,Paintings,French,Oil on panel,1843,1843,1847,Paul Cézanne,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100510-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100510-001.jpg,False,True,male,19th c. CE,painting
436511,Study of a Young Woman,European Paintings,Paintings,British,Oil and acrylic on canvas,1770,1770,1774,J.M.W. Turner,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100511-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100511-001.jpg,False,True,male,18th c. CE,painting
436513,Bust of a Woman,European Paintings,Paintings,British,Oil on canvas,1850,1850,1853,Joshua Reynolds,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100513-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100513-001.jpg,False,True,male,19th c. CE,painting
436514,The Holy Family,European Paintings,Paintings,French,Tempera on wood,1588,1588,1591,Auguste Rodin,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100514-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100514-001.jpg,True,True,male,16th c. CE,painting
436516,Bust of a Woman,European Paintings,Paintings,French,Oil on panel,1776,1776,1777,Adélaïde Labille-Guiard,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100516-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100516-001.jpg,True,True,female,18th c. CE,painting
