objectID,title,artistDisplayName,inferred_gender,century,medium_category,img_width,img_height,aspect_ratio,score_set_1_masterpiece,score_set_2_quality,score_set_3_influence,mean_value_score
436320,Bust of a Woman,Édouard Manet,male,18th c. CE,painting,491,624,0.79,0.19241398572921753,0.2700091004371643,0.003989741671830416,0.15547094261273742
436321,The Holy Family,Winslow Homer,male,19th c. CE,painting,599,496,1.21,0.11172828078269958,-0.1301286220550537,0.00019289404735900462,-0.006069149074998374
436323,Studies of Hands and Drapery,Catharina van Hemessen,female,17th c. CE,painting,500,625,0.8,0.18234539031982422,0.32156702876091003,0.00033441459527239203,0.16808227789200222
436325,The Holy Family,Rogier van der Weyden,male,19th c. CE,painting,599,456,1.31,0.3188634216785431,0.01914267987012863,7.017206371529028e-05,0.112692091204129
436326,Village Festival,Clara Peeters,female,18th c. CE,painting,484,624,0.78,0.29757899045944214,0.0946471318602562,0.0007697326363995671,0.1309986183186993
436330,Mythological Scene,Jean-Antoine Houdon,male,17th c. CE,painting,600,534,1.12,0.11771877110004425,0.0022609210573136806,0.003320029703900218,0.04109990728708605
436334,Interior Scene,Lucas Cranach the Elder,male,16th c. CE,painting,470,624,0.75,0.8146651387214661,0.007487365510314703,0.015682853758335114,0.279278452663372
436335,Mountain View at Sunset,Anthony van Dyck,male,16th c. CE,print,479,625,0.77,0.345427542924881,0.0052131833508610725,0.05037656053900719,0.13367242893824974
436336,The Holy Family,Clara Peeters,female,19th c. CE,painting,599,474,1.26,0.06856697797775269,-0.030665654689073563,0.051831405609846115,0.029910909632841747
436337,Still Life with Flowers,Rachel Ruysch,female,19th c. CE,drawing_paper,447,625,0.72,0.016469549387693405,-0.02746572159230709,0.004135621711611748,-0.002286850164333979
436339,Landscape with River,Vincent van Gogh,male,16th c. CE,painting,561,624,0.9,-0.00011892837937921286,0.00024443012080155313,0.0007300350116565824,0.0002851789176929742
436341,The Holy Family,Anthony van Dyck,male,18th c. CE,painting,493,625,0.79,0.003276410512626171,-0.007832963019609451,0.001363704795949161,-0.0010642825703447063
436343,Self-Portrait,Thomas Gainsborough,male,18th c. CE,painting,482,624,0.77,0.018528716638684273,0.010088672861456871,0.0029082349501550198,0.010508541483432055
436344,Still Life with Flowers,Francisco Goya,male,18th c. CE,painting,472,625,0.76,0.5515794157981873,0.019323742017149925,0.017275255173444748,0.19605947099626064
436346,Mountain View at Sunset,Rogier van der Weyden,male,19th c. CE,print,600,509,1.18,0.28202223777770996,0.004674073308706284,0.003922102972865105,0.09687280468642712
436347,Saint Jerome in His Study,Rogier van der Weyden,male,16th c. CE,painting,495,624,0.79,-0.013704881072044373,-0.04846837371587753,0.001152234384790063,-0.020340340134377282
436348,Allegory of Spring,Diego Velázquez,male,18th c. CE,painting,540,625,0.86,0.0003046956844627857,0.001863686484284699,-0.0005628993967548013,0.0005351609239975611
436351,Portrait of a Noblewoman by Labille-Guiard,Adélaïde Labille-Guiard,female,19th c. CE,print,600,598,1.0,0.05763183534145355,0.11808336526155472,-0.1077771931886673,0.02264600247144699
436353,Portrait of a Gentleman by Brun,Élisabeth Louise Vigée Le Brun,female,16th c. CE,painting,406,625,0.65,-0.00032003698288463056,-0.0011366773396730423,-0.01773490570485592,-0.00639720667580453
436355,Landscape with River,Jan van Eyck,male,19th c. CE,painting,600,597,1.01,0.0009103039628826082,0.0010012995917350054,-0.026655379682779312,-0.0082479253760539
436361,Portrait of a Noblewoman by Manet,Édouard Manet,male,19th c. CE,painting,600,611,0.98,0.0026142278220504522,0.016594404354691505,-0.029552161693572998,-0.0034478431722770133
436366,Studies of Hands and Drapery,Rosalba Carriera,female,19th c. CE,painting,599,567,1.06,0.00019437377341091633,0.0006956419674679637,-0.00036819290835410357,0.00017394094417492548
436367,Still Life with Flowers,Edmonia Lewis,female,20th c. CE,painting,519,624,0.83,0.001127016032114625,0.0028655515052378178,-0.004604940768331289,-0.00020412441032628217
436368,Still Life with Flowers,Harriet Hosmer,female,17th c. CE,print,551,624,0.88,0.0009375603985972703,0.011367162689566612,-0.15762045979499817,-0.048438578902278095
436370,Mythological Scene,Édouard Manet,male,16th c. CE,painting,422,625,0.68,-0.00014992442447692156,0.002303711138665676,-1.8265563994646072e-05,0.0007118403833980361
436373,Still Life with Flowers,Judith Leyster,female,19th c. CE,painting,545,624,0.87,-6.270539597608149e-05,-0.00495589803904295,-0.0243857279419899,-0.00980144379233631
436376,Portrait of a Noblewoman by Rodin,Auguste Rodin,male,19th c. CE,print,469,624,0.75,-0.00027606665389612317,0.00018809863831847906,0.004679790232330561,0.0015306074055843055
436398,Allegory of Spring,Edgar Degas,male,19th c. CE,painting,508,625,0.81,0.06370382010936737,0.3889564871788025,0.0024340942036360502,0.15169813383060196
436399,Village Festival,Catharina van Hemessen,female,19th c. CE,painting,598,242,2.47,0.017833638936281204,0.2371002584695816,-0.16423794627189636,0.030231983711322147
436404,Studies of Hands and Drapery,Peter Paul Rubens,male,17th c. CE,painting,499,624,0.8,0.019820116460323334,-0.14374005794525146,0.0022973823361098766,-0.040540853049606085
436405,Mythological Scene,Thomas Gainsborough,male,19th c. CE,painting,599,592,1.01,0.0001348257064819336,-0.00022883963538333774,-0.001948441960848868,-0.0006808186299167573
436406,Self-Portrait,Jean-Antoine Houdon,male,18th c. CE,print,505,624,0.81,-0.1608930230140686,-0.14255769550800323,0.0014110761694610119,-0.1006798807842036
436407,Allegory of Spring,Winslow Homer,male,15th c. CE,painting,517,624,0.83,0.05981581658124924,0.0009840448619797826,0.027624376118183136,0.029474745853804052
436410,Self-Portrait,Rachel Ruysch,female,17th c. CE,painting,600,358,1.68,0.3133561611175537,0.10143616795539856,0.012839442119002342,0.14254392373065153
436412,Interior Scene,Jean-Antoine Houdon,male,20th c. CE,painting,325,625,0.52,0.0029977613594383,-0.00021821627160534263,0.0015518780564889312,0.001443807714773963
436414,Saint Jerome in His Study,Adélaïde Labille-Guiard,female,19th c. CE,painting,326,625,0.52,-0.40043383836746216,-0.21545183658599854,0.007783022243529558,-0.2027008842366437
436415,The Holy Family,Camille Claudel,female,18th c. CE,painting,474,624,0.76,0.0007297052070498466,5.892501212656498e-05,0.0023382611107081175,0.0010422971099615097
436416,Saint Jerome in His Study,Suzanne Valadon,female,17th c. CE,painting,500,624,0.8,0.011609646491706371,-0.006553121376782656,0.01747767999768257,0.007511401704202096
436418,Bust of a Woman,Judith Leyster,female,19th c. CE,drawing_paper,599,408,1.47,0.014303924515843391,-0.08419865369796753,0.0006679818034172058,-0.023075582459568977
436419,The Holy Family,Adélaïde Labille-Guiard,female,19th c. CE,painting,430,625,0.69,0.28552934527397156,-0.11260499805212021,0.0042290338315069675,0.05905112701778611
436421,Portrait of a Noblewoman by Rijn,Rembrandt van Rijn,male,19th c. CE,painting,505,624,0.81,0.013697235845029354,0.08753667771816254,0.0033881638664752245,0.03487402580988904
436422,Study of a Young Woman,Diego Velázquez,male,16th c. CE,painting,457,625,0.73,0.028796372935175896,-0.007309329695999622,0.005070006474852562,0.008852349904676279
436423,Portrait of a Gentleman by Homer,Winslow Homer,male,18th c. CE,painting,599,490,1.22,-0.03267252445220947,-0.00511137954890728,0.0010320022702217102,-0.012250633910298347
436425,Studies of Hands and Drapery,Diego Velázquez,male,18th c. CE,painting,599,449,1.33,-0.18276816606521606,0.02598709985613823,0.0002701524645090103,-0.05217030458152294
436426,Portrait of a Gentleman by Homer,Winslow Homer,male,18th c. CE,painting,600,529,1.13,0.0038940049707889557,-0.0005486920708790421,0.002470252802595496,0.0019385219008351366
436429,Village Festival,J.M.W. Turner,male,16th c. CE,painting,547,625,0.88,-0.02457245998084545,-0.051518213003873825,0.003742566332221031,-0.02411603555083275
436430,Portrait of a Gentleman by Dürer,Albrecht Dürer,male,16th c. CE,print,600,450,1.33,0.0033550949301570654,0.05109791457653046,0.008191172033548355,0.020881393846745294
436431,Portrait of a Gentleman by Gogh,Vincent van Gogh,male,19th c. CE,painting,522,624,0.84,0.03709334507584572,0.0361102893948555,0.0027399049140512943,0.025314513128250837
436436,Mythological Scene,Lucas Cranach the Elder,male,16th c. CE,painting,518,625,0.83,0.11781486868858337,0.043223872780799866,0.003560062497854233,0.054866267989079155
436441,Mythological Scene,Francisco Goya,male,20th c. CE,painting,599,483,1.24,0.03045092709362507,-0.0986037403345108,3.942069088225253e-05,-0.022704464183334494
436443,Village Festival,Paul Cézanne,male,18th c. CE,painting,598,305,1.96,0.05166181921958923,-0.02808552235364914,0.01885887421667576,0.014145057027538618
436448,Village Festival,Albrecht Dürer,male,18th c. CE,painting,599,478,1.25,0.026908230036497116,0.005225887522101402,0.001802893471904099,0.011312337010167539
436451,Mountain View at Sunset,Auguste Rodin,male,18th c. CE,other,462,624,0.74,0.03169406205415726,-0.14718183875083923,0.001265623257495463,-0.038074051146395504
436453,Allegory of Spring,Edgar Degas,male,20th c. CE,print,600,459,1.31,0.1352236568927765,0.14045090973377228,0.01567213051021099,0.09711556571225326
436456,Saint Jerome in His Study,Sofonisba Anguissola,female,15th c. CE,painting,333,624,0.53,-0.1856149137020111,-0.015646787360310555,0.027127787470817566,-0.0580446378638347
436460,Village Festival,Francisco Goya,male,16th c. CE,painting,597,123,4.85,-0.0010353821562603116,0.001422956818714738,-0.0034022994805127382,-0.001004908272686104
436461,Self-Portrait,Peter Paul Rubens,male,19th c. CE,painting,597,123,4.85,-0.0010353821562603116,0.001422956818714738,-0.0034022994805127382,-0.001004908272686104
436462,Portrait of a Gentleman by Degas,Edgar Degas,male,19th c. CE,painting,597,123,4.85,-0.0010353821562603116,0.001422956818714738,-0.0034022994805127382,-0.001004908272686104
436463,Studies of Hands and Drapery,Thomas Gainsborough,male,18th c. CE,painting,597,123,4.85,-0.0010353821562603116,0.001422956818714738,-0.0034022994805127382,-0.001004908272686104
436464,Still Life with Flowers,Jean-Antoine Houdon,male,20th c. CE,painting,600,142,4.23,-0.006248344201594591,0.003884427947923541,-0.0038179534021764994,-0.00206062321861585
436466,Saint Jerome in His Study,Anthony van Dyck,male,17th c. CE,print,600,142,4.23,-0.006248344201594591,0.003884427947923541,-0.0038179534021764994,-0.00206062321861585
436469,Landscape with River,Francisco Goya,male,20th c. CE,painting,425,625,0.68,-0.000503619434311986,-0.0512734055519104,-0.024361738935112953,-0.025379587973778445
436470,Interior Scene,J.M.W. Turner,male,15th c. CE,painting,476,624,0.76,0.00021409764303825796,-0.0006172853754833341,-0.002391635440289974,-0.0009316077242450168
436477,Portrait of a Noblewoman by Gainsborough,Thomas Gainsborough,male,18th c. CE,painting,599,608,0.99,0.03049413673579693,-0.0013678725808858871,0.00131088902708143,0.010145717727330824
436480,Study of a Young Woman,Catharina van Hemessen,female,19th c. CE,painting,439,625,0.7,0.047791317105293274,-0.32769227027893066,0.0122666722163558,-0.08921142698576053
436481,Study of a Young Woman,Adélaïde Labille-Guiard,female,19th c. CE,painting,600,504,1.19,0.5041678547859192,-0.1798904985189438,0.00018549227388575673,0.10815428284695372
436485,Saint Jerome in His Study,Vincent van Gogh,male,20th c. CE,painting,408,624,0.65,0.035659678280353546,-0.0019373735412955284,0.00253812363371253,0.012086809457590183
436486,Village Festival,Suzanne Valadon,female,16th c. CE,painting,599,234,2.56,0.001797420671209693,-0.01494856458157301,0.002264997223392129,-0.003628715562323729
436487,Allegory of Spring,Jean-Antoine Houdon,male,17th c. CE,drawing_paper,598,233,2.57,0.0021267894189804792,0.006585400551557541,0.0020979265682399273,0.003603372179592649
436488,Village Festival,Marie-Gabrielle Capet,female,20th c. CE,painting,599,235,2.55,-0.033584460616111755,-0.0544111393392086,0.0015655051684007049,-0.028810031595639884
436490,Village Festival,John Singer Sargent,male,18th c. CE,painting,490,624,0.79,-0.007392337545752525,-0.09868514537811279,0.0623551681637764,-0.01457410492002964
436495,Village Festival,Anthony van Dyck,male,17th c. CE,painting,600,526,1.14,-0.08147615194320679,-0.028035569936037064,0.0035692276433110237,-0.03531416474531094
436496,The Holy Family,Thomas Gainsborough,male,18th c. CE,painting,600,535,1.12,0.0025936849415302277,-0.003561499062925577,0.0009039232390932739,-2.129696076735854e-05
436498,Portrait of a Gentleman by Sargent,John Singer Sargent,male,19th c. CE,painting,452,625,0.72,-0.0037175118923187256,0.0018588430248200893,0.014354112558066845,0.0041651478968560696
436499,Landscape with River,Joshua Reynolds,male,20th c. CE,painting,333,623,0.53,0.219279944896698,-0.2038191258907318,0.00772108044475317,0.007727299816906452
436502,Allegory of Spring,Albrecht Dürer,male,17th c. CE,painting,457,625,0.73,0.2421586662530899,0.16216444969177246,0.0023141608107835054,0.13554575891854861
436506,Saint Jerome in His Study,Rembrandt van Rijn,male,20th c. CE,painting,599,314,1.91,0.07321760803461075,0.20941992104053497,0.00654942262917757,0.09639565056810777
436508,Saint Jerome in His Study,Camille Claudel,female,19th c. CE,painting,600,524,1.15,0.024871960282325745,0.12356207519769669,0.05601456016302109,0.06814953188101451
436509,Portrait of a Gentleman by Houdon,Jean-Antoine Houdon,male,19th c. CE,painting,551,625,0.88,0.01532558724284172,0.0011635657865554094,0.0002489852486178279,0.005579379426004986
436510,Portrait of a Noblewoman by Cézanne,Paul Cézanne,male,19th c. CE,painting,352,624,0.56,0.03985060006380081,0.01180324051529169,0.001915319007821381,0.017856386528971296
436511,Study of a Young Woman,J.M.W. Turner,male,18th c. CE,painting,477,624,0.76,0.0052074468694627285,0.03787815570831299,0.0045357877388596535,0.01587379677221179
436513,Bust of a Woman,Joshua Reynolds,male,19th c. CE,painting,599,509,1.18,0.0366024374961853,0.0737253725528717,0.003506503766402602,0.03794477127181987
436514,The Holy Family,Auguste Rodin,male,16th c. CE,painting,599,467,1.28,0.016897723078727722,0.040516193956136703,0.02297963574528694,0.02679785092671712
436516,Bust of a Woman,Adélaïde Labille-Guiard,female,18th c. CE,painting,600,587,1.02,0.08213275671005249,0.012827414087951183,0.0080566992983222,0.03433895669877529
436519,Bust of a Woman,Winslow Homer,male,16th c. CE,painting,479,624,0.77,0.25715214014053345,0.10707389563322067,0.00299249985255301,0.12240617854210238
436522,Studies of Hands and Drapery,Rogier van der Weyden,male,20th c. CE,painting,469,625,0.75,-0.0006567705422639847,-0.018340343609452248,0.018449710682034492,-0.0001824678232272466
436523,Village Festival,Jan van Eyck,male,19th c. CE,painting,599,610,0.98,0.2855595350265503,0.015128826722502708,0.013379192911088467,0.10468918488671382
436525,Mountain View at Sunset,J.M.W. Turner,male,18th c. CE,other,520,624,0.83,0.33214467763900757,0.004206567071378231,0.0026804772205650806,0.11301057397698362
436526,Landscape with River,Claude Monet,male,18th c. CE,painting,599,475,1.26,0.003952614963054657,-0.27925989031791687,0.0012592192506417632,-0.09134935203474015
436527,Still Life with Flowers,Thomas Gainsborough,male,17th c. CE,drawing_paper,466,624,0.75,0.025005709379911423,-0.018968792632222176,0.001166491536423564,0.0024011360947042704
436528,Mythological Scene,Marie-Denise Villers,female,16th c. CE,other,599,475,1.26,0.06548439711332321,-0.002311369404196739,0.09681577980518341,0.05332960250476996
436533,Studies of Hands and Drapery,Auguste Rodin,male,18th c. CE,painting,599,501,1.2,0.012237423099577427,0.0010376614518463612,0.00283255847170949,0.005369214341044426
436534,Study of a Young Woman,Claude Monet,male,19th c. CE,painting,494,624,0.79,0.0849032998085022,0.006188469007611275,0.016921119764447212,0.036004296193520226
436535,Mountain View at Sunset,Mary Cassatt,female,20th c. CE,painting,599,477,1.26,0.28617721796035767,-0.0003295810893177986,0.011309023015201092,0.09905221996208032
436536,Portrait of a Noblewoman by Elder,Lucas Cranach the Elder,male,19th c. CE,drawing_paper,599,484,1.24,0.23452749848365784,-0.03847634047269821,0.009925039485096931,0.06865873249868552
436537,Bust of a Woman,Anthony van Dyck,male,17th c. CE,painting,428,625,0.68,0.08295564353466034,0.1961008906364441,0.004619784653186798,0.0945587729414304
436541,Village Festival,Peter Paul Rubens,male,19th c. CE,painting,467,625,0.75,0.005998402833938599,-0.5125203728675842,0.0006199560593813658,-0.1686340046580881
436542,Mythological Scene,Jean-Antoine Houdon,male,17th c. CE,painting,505,625,0.81,0.06604164838790894,0.0031086131930351257,0.0042034476064145565,0.024451236395786207
436544,Portrait of a Gentleman by Rijn,Rembrandt van Rijn,male,19th c. CE,painting,496,624,0.79,0.026647021993994713,-0.184787318110466,0.0005817647324874997,-0.05251951046132793
436545,Village Festival,Winslow Homer,male,17th c. CE,painting,460,624,0.74,0.3224775195121765,-0.22981901466846466,0.0013364061014726758,0.031331636981728174
436546,Saint Jerome in His Study,Rembrandt van Rijn,male,16th c. CE,painting,503,624,0.81,0.3862025737762451,-0.08791646361351013,0.0027152502443641424,0.10033378680236638
436548,Still Life with Flowers,Angelica Kauffman,female,18th c. CE,print,411,624,0.66,0.1944756656885147,-0.009683990851044655,0.002798079513013363,0.0625299181168278
436550,Landscape with River,Joshua Reynolds,male,18th c. CE,painting,434,624,0.7,0.4761902391910553,0.05253465846180916,0.01200432050973177,0.1802430727208654
436552,Still Life with Flowers,Rembrandt van Rijn,male,18th c. CE,painting,493,624,0.79,0.2825566232204437,-0.057445645332336426,0.003676025429740548,0.07626233443928261
436553,Allegory of Spring,Rogier van der Weyden,male,18th c. CE,painting,600,488,1.23,0.16886118054389954,-0.009448457509279251,0.00415359390899539,0.05452210564787189
436554,Saint Jerome in His Study,Claude Monet,male,19th c. CE,painting,600,474,1.27,0.3780967593193054,-0.03612726926803589,0.004996489733457565,0.11565532659490903
436555,Studies of Hands and Drapery,Diego Velázquez,male,18th c. CE,painting,600,448,1.34,0.009574318304657936,-0.10172638297080994,-9.482212772127241e-05,-0.030748962264624424
436557,Village Festival,Rachel Ruysch,female,15th c. CE,painting,599,395,1.52,0.11532989144325256,-0.04540315270423889,0.00017201673472300172,0.023366251824578892
436558,Still Life with Flowers,Rogier van der Weyden,male,19th c. CE,painting,600,412,1.46,0.010438096709549427,-0.050889208912849426,0.0006805180455558002,-0.013256864719248066
436559,Portrait of a Gentleman by Gogh,Vincent van Gogh,male,19th c. CE,painting,599,409,1.46,0.6003834009170532,0.04387616366147995,0.0004944406682625413,0.21491800174893191
436560,Portrait of a Noblewoman by Leyster,Judith Leyster,female,19th c. CE,painting,600,400,1.5,0.03244651481509209,-0.06726904958486557,-1.3007873349124566e-05,-0.011611847547707535
436562,Mythological Scene,Clara Peeters,female,16th c. CE,painting,599,519,1.15,0.0024881213903427124,-0.0004167594015598297,0.021661199629306793,0.007910853872696558
436564,Village Festival,Adélaïde Labille-Guiard,female,17th c. CE,painting,599,519,1.15,0.04457303136587143,-0.06328342854976654,0.008791864849627018,-0.003306177444756031
436565,Portrait of a Noblewoman by Monet,Claude Monet,male,18th c. CE,painting,599,526,1.14,0.031126387417316437,-0.04267954081296921,0.0034785051830112934,-0.0026915494042138257
436568,Bust of a Woman,Diego Velázquez,male,20th c. CE,painting,599,215,2.79,0.08782114088535309,0.0020583169534802437,0.005209537222981453,0.031696331687271595
436569,Studies of Hands and Drapery,John Singer Sargent,male,17th c. CE,painting,468,625,0.75,0.022650746628642082,-0.012429827824234962,0.0010263239964842796,0.0037490809336304665
436572,Saint Jerome in His Study,Winslow Homer,male,18th c. CE,painting,599,498,1.2,0.15710563957691193,-0.0029915431514382362,0.010401802137494087,0.05483863285432259
436573,Village Festival,Paul Cézanne,male,19th c. CE,print,468,624,0.75,0.030111700296401978,-0.007097871042788029,0.012590289115905762,0.01186803945650657
436574,Self-Portrait,Auguste Rodin,male,19th c. CE,painting,554,624,0.89,-0.0027625709772109985,-0.13947246968746185,0.004725267644971609,-0.04583659100656708
436575,Self-Portrait,Diego Velázquez,male,20th c. CE,painting,555,625,0.89,0.004720170982182026,-0.04074165225028992,0.003192685078829527,-0.010942932063092789
436576,Interior Scene,Adélaïde Labille-Guiard,female,16th c. CE,print,555,624,0.89,0.17938067018985748,-0.013155044987797737,0.04828013852238655,0.0715019212414821
436577,Interior Scene,Hans Holbein the Younger,male,19th c. CE,painting,375,623,0.6,0.014099733904004097,-0.012937473133206367,0.006357620935887098,0.0025066272355616093
436578,Bust of a Woman,Harriet Hosmer,female,18th c. CE,drawing_paper,404,624,0.65,5.65042719244957e-05,0.00041729738586582243,0.00017256071441806853,0.0002154541240694622
436579,Landscape with River,Mary Cassatt,female,17th c. CE,painting,600,466,1.29,0.4553893506526947,-0.14748692512512207,0.0005885724094696343,0.10283033264568076
436581,Bust of a Woman,Catharina van Hemessen,female,20th c. CE,painting,532,624,0.85,0.37276187539100647,0.2138396054506302,0.007366805337369442,0.19798942872633538
436582,Study of a Young Woman,Albrecht Dürer,male,18th c. CE,painting,504,625,0.81,0.46936339139938354,0.20754754543304443,0.0048157405108213425,0.2272422257810831
436586,Saint Jerome in His Study,Winslow Homer,male,16th c. CE,painting,490,624,0.79,0.7130544185638428,0.015458796173334122,0.00038460607174783945,0.24296594026964158
436591,Studies of Hands and Drapery,Édouard Manet,male,19th c. CE,painting,502,624,0.8,0.04333639144897461,0.0013347752392292023,0.00112412020098418,0.01526509562972933
436593,Saint Jerome in His Study,Thomas Gainsborough,male,17th c. CE,painting,599,350,1.71,0.08108162879943848,-0.005367778241634369,-5.1080394769087434e-05,0.02522092338767834
436594,Village Festival,Édouard Manet,male,19th c. CE,painting,599,496,1.21,0.23781424760818481,-0.021498210728168488,0.0003637097543105483,0.07222658221144229
436595,Bust of a Woman,Winslow Homer,male,18th c. CE,painting,599,490,1.22,0.1457590013742447,0.05583373084664345,0.0005279334145598114,0.06737355521181598
436600,Still Life with Flowers,Albrecht Dürer,male,17th c. CE,painting,599,336,1.78,0.04677588492631912,0.0025881510227918625,0.0016118166968226433,0.016991950881977875
436602,Village Festival,Élisabeth Louise Vigée Le Brun,female,17th c. CE,painting,366,625,0.59,0.25084924697875977,0.03373683616518974,0.003935371991246939,0.09617381837839882
436603,Study of a Young Woman,Vincent van Gogh,male,16th c. CE,painting,599,485,1.24,0.5854858756065369,0.0371972918510437,0.002858042251318693,0.2085137365696331
436604,The Holy Family,Albrecht Dürer,male,16th c. CE,print,481,625,0.77,0.45038679242134094,-0.018717143684625626,0.006425547879189253,0.14603173220530152
436606,Still Life with Flowers,Rogier van der Weyden,male,17th c. CE,painting,463,624,0.74,0.0014767276588827372,0.007064721547067165,0.00383773073554039,0.004126393313830097
436610,Portrait of a Gentleman by Elder,Lucas Cranach the Elder,male,16th c. CE,print,463,624,0.74,0.03124229423701763,-0.18481680750846863,-0.011196083389222622,-0.05492353222022454
436611,Bust of a Woman,Catharina van Hemessen,female,19th c. CE,print,588,625,0.94,0.00034552288707345724,0.0055347708985209465,-0.011725964955985546,-0.0019485570567970474
436615,Village Festival,Thomas Gainsborough,male,20th c. CE,painting,599,367,1.63,0.5477025508880615,-0.059435274451971054,0.000297325081191957,0.16285486717242748
436616,The Holy Family,Angelica Kauffman,female,16th c. CE,painting,473,625,0.76,0.1419879049062729,-0.36385783553123474,0.005275138188153505,-0.07219826414560278
436618,Studies of Hands and Drapery,Albrecht Dürer,male,19th c. CE,painting,467,625,0.75,0.011392854154109955,-0.3245593309402466,-0.00010828289669007063,-0.10442491989427556
436619,Portrait of a Noblewoman by Dürer,Albrecht Dürer,male,19th c. CE,painting,462,624,0.74,0.004304197616875172,-0.22445322573184967,-0.00017607687914278358,-0.07344170166470576
436621,Mountain View at Sunset,Thomas Gainsborough,male,17th c. CE,painting,511,624,0.82,0.041826266795396805,-0.24283690750598907,0.0013447642559185624,-0.06655529215155791
436622,Portrait of a Noblewoman by Sargent,John Singer Sargent,male,18th c. CE,painting,479,624,0.77,0.2078908532857895,0.11134602874517441,0.002173935528844595,0.10713693918660283
436623,Portrait of a Noblewoman by Houdon,Jean-Antoine Houdon,male,18th c. CE,painting,462,624,0.74,-0.0709804818034172,-0.18856219947338104,0.05021778121590614,-0.06977496668696404
436624,Still Life with Flowers,Peter Paul Rubens,male,19th c. CE,drawing_paper,515,624,0.83,0.010977954603731632,-0.14935711026191711,5.5927928769961e-05,-0.04610774257647184
436626,Mountain View at Sunset,Edmonia Lewis,female,18th c. CE,print,512,624,0.82,0.00562913715839386,-0.5003966093063354,4.599231397151016e-05,-0.16490715994465668
436631,Landscape with River,Rosa Bonheur,female,19th c. CE,print,523,625,0.84,0.007608290761709213,-0.1949329972267151,0.0004584772395901382,-0.062288743075138576
436632,Studies of Hands and Drapery,Camille Claudel,female,18th c. CE,print,600,323,1.86,0.04503843933343887,-0.1908610761165619,0.0006165045779198408,-0.04840204406840106
436633,Study of a Young Woman,Rogier van der Weyden,male,18th c. CE,drawing_paper,484,624,0.78,0.0050200182013213634,-0.014994224533438683,-0.049832914024591446,-0.01993570678556959
436640,The Holy Family,Claude Monet,male,15th c. CE,painting,583,625,0.93,0.0022808632347732782,-0.0011584814637899399,-0.00040557244210503995,0.0002389364429594328
436642,Mountain View at Sunset,Marie-Gabrielle Capet,female,17th c. CE,other,505,625,0.81,0.4358036518096924,-0.10388150811195374,0.0008501971606165171,0.11092411361945172
436643,Allegory of Spring,Joshua Reynolds,male,17th c. CE,drawing_paper,600,445,1.35,0.5868384838104248,-0.0033457381650805473,0.00476752407848835,0.19608675657461086
436644,Village Festival,Paul Cézanne,male,16th c. CE,painting,452,625,0.72,0.1992134302854538,-0.2589865028858185,0.0019505133386701345,-0.01927418642056485
436645,Still Life with Flowers,Claude Monet,male,19th c. CE,print,452,625,0.72,0.08579593896865845,-0.05030708760023117,0.001824613194912672,0.012437821521113316
436649,Still Life with Flowers,Claude Monet,male,18th c. CE,print,529,624,0.85,0.0018952321261167526,0.008669814094901085,-0.12255503982305527,-0.03732999786734581
436652,Still Life with Flowers,Adélaïde Labille-Guiard,female,18th c. CE,painting,600,423,1.42,0.023949988186359406,-0.08194448798894882,9.315017814515159e-05,-0.019300449874814756
436656,Interior Scene,Suzanne Valadon,female,17th c. CE,painting,502,624,0.8,0.04084712266921997,-0.07582267373800278,6.990066322032362e-05,-0.011635216801854162
436657,Portrait of a Noblewoman by Goya,Francisco Goya,male,17th c. CE,painting,455,624,0.73,0.0060117896646261215,-0.2034848928451538,0.00016285946185234934,-0.06577008123955845
436660,Study of a Young Woman,Lucas Cranach the Elder,male,17th c. CE,painting,599,611,0.98,0.0064264629036188126,-0.17388443648815155,-2.7311965823173523e-05,-0.0558284285167853
436661,Saint Jerome in His Study,Rembrandt van Rijn,male,20th c. CE,painting,600,612,0.98,0.043116770684719086,0.026709094643592834,-0.10097130388021469,-0.010381812850634256
436662,Study of a Young Woman,Rosalba Carriera,female,19th c. CE,painting,600,612,0.98,0.01671346090734005,0.032937705516815186,-0.07161476463079453,-0.007321199402213097
436663,Portrait of a Noblewoman by Rodin,Auguste Rodin,male,17th c. CE,other,598,625,0.96,0.008393816649913788,0.029660461470484734,-0.014125961810350418,0.007976105436682701
436664,Mountain View at Sunset,Jean-Antoine Houdon,male,16th c. CE,other,506,624,0.81,0.011539044789969921,-0.0012153685092926025,0.0001591967884451151,0.003494291023040811
436666,Landscape with River,Diego Velázquez,male,17th c. CE,painting,530,624,0.85,0.004471549764275551,-0.06564237922430038,-0.03783952444791794,-0.03300345130264759
436670,Saint Jerome in His Study,Rogier van der Weyden,male,17th c. CE,painting,599,590,1.02,-1.473355951020494e-06,-0.0023815517779439688,-0.0015549436211585999,-0.0013126562516845297
436671,Landscape with River,Diego Velázquez,male,19th c. CE,painting,445,624,0.71,0.47791990637779236,0.03669091314077377,0.0012455430114641786,0.17195212084334344
436673,Study of a Young Woman,Rogier van der Weyden,male,18th c. CE,print,450,624,0.72,-3.53341456502676e-05,-0.0027577169239521027,-0.0036167362704873085,-0.002136595780029893
436675,Village Festival,Harriet Hosmer,female,20th c. CE,painting,600,532,1.13,0.091152623295784,-0.14016321301460266,0.0020053344778716564,-0.015668418413649004
