objectID,title,department,classification,culture,medium,objectDate,objectBeginDate,objectEndDate,artistDisplayName,artistNationality,artistGender,primaryImage,primaryImageSmall,isHighlight,isPublicDomain
436258,Landscape with River,Modern and Contemporary Art,Drawings,Unknown,Glazed earthenware vase,1746,1746,1750,,Unknown,,https://images.metmuseum.org/CRDImages/ep/original/DP-100258-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100258-001.jpg,False,True
436259,Allegory of Spring,European Paintings,Paintings,French,Oil on panel,1588,1588,1591,Jean-Antoine Houdon,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100259-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100259-001.jpg,False,True
436260,Portrait of a Noblewoman by Peeters,Modern and Contemporary Art,Drawings,Flemish,Watercolor and ink on paper,1864,1864,1868,Clara Peeters,Flemish,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100260-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100260-001.jpg,False,True
436261,Bust of a Woman,European Paintings,Paintings,Dutch,Tempera on wood,1926,1926,1930,Vincent van Gogh,Dutch,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100261-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100261-001.jpg,False,True
436262,Self-Portrait,European Paintings,Paintings,British,Oil on canvas,1549,1549,1554,Thomas Gainsborough,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100262-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100262-001.jpg,True,True
436263,Saint Jerome in His Study,European Paintings,Paintings,Dutch,Oil on panel,1745,1745,1746,Vincent van Gogh,Dutch,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100263-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100263-001.jpg,True,True
436264,Bust of a Woman,European Paintings,Paintings,Unknown,Oil on canvas,1812,1812,1816,,Unknown,,https://images.metmuseum.org/CRDImages/ep/original/DP-100264-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100264-001.jpg,True,True
436265,Allegory of Spring,European Paintings,Paintings,American,Oil and acrylic on canvas,1814,1814,1816,Harriet Hosmer,American,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100265-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100265-001.jpg,False,True
436266,Saint Jerome in His Study,European Paintings,Paintings,Spanish,Tempera on wood,1860,1860,1865,Diego Velázquez,Spanish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100266-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100266-001.jpg,True,True
436267,Self-Portrait,European Paintings,Paintings,French,Oil on canvas,1860,1860,1865,Anne Vallayer-Coster,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100267-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100267-001.jpg,True,True
436268,Portrait of a Gentleman by Leyster,Modern and Contemporary Art,Drawings,Dutch,Graphite on paper,1675,1675,1680,Judith Leyster,Dutch,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100268-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100268-001.jpg,True,True
436269,Portrait of a Noblewoman by Younger,European Paintings,Paintings,German,Oil on panel,1671,1671,1673,Hans Holbein the Younger,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100269-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100269-001.jpg,True,True
436270,Study of a Young Woman,European Paintings,Paintings,German,Oil on canvas,1843,1843,1848,Hans Holbein the Younger,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100270-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100270-001.jpg,False,True
436271,Saint Jerome in His Study,European Paintings,Paintings,Italian,Oil and acrylic on canvas,1859,1859,1862,,Italian,,https://images.metmuseum.org/CRDImages/ep/original/DP-100271-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100271-001.jpg,True,True
436272,The Holy Family,European Paintings,Prints,French,Lithograph on paper,1876,1876,1881,Auguste Rodin,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100272-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100272-001.jpg,True,True
436273,Village Festival,European Paintings,Paintings,French,Tempera on wood,1928,1928,1929,Auguste Rodin,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100273-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100273-001.jpg,False,True
436274,Self-Portrait,European Paintings,Paintings,German,Oil and acrylic on canvas,1758,1758,1762,,German,,https://images.metmuseum.org/CRDImages/ep/original/DP-100274-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100274-001.jpg,False,True
436275,Self-Portrait,European Paintings,Paintings,French,Oil on panel,1787,1787,1789,Édouard Manet,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100275-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100275-001.jpg,True,True
436276,Allegory of Spring,European Paintings,Paintings,French,Oil on panel,1875,1875,1877,Auguste Rodin,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100276-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100276-001.jpg,False,True
436277,Bust of a Woman,European Paintings,Paintings,French,Oil on panel,1887,1887,1888,Paul Cézanne,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100277-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100277-001.jpg,False,True
436278,Study of a Young Woman,European Paintings,Paintings,British,Oil on panel,1871,1871,1872,Thomas Gainsborough,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100278-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100278-001.jpg,True,True
436279,Mythological Scene,European Paintings,Paintings,German,Oil on panel,1815,1815,1820,,German,,https://images.metmuseum.org/CRDImages/ep/original/DP-100279-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100279-001.jpg,True,True
436280,Portrait of a Noblewoman by Gogh,European Paintings,Prints,Dutch,Woodcut,1883,1883,1888,Vincent van Gogh,Dutch,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100280-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100280-001.jpg,False,True
436281,Bust of a Woman,European Paintings,Paintings,American,Oil on canvas,1686,1686,1689,Edmonia Lewis,American,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100281-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100281-001.jpg,True,True
436282,Mythological Scene,European Paintings,Paintings,Italian,Oil and acrylic on canvas,1737,1737,1739,,Italian,,https://images.metmuseum.org/CRDImages/ep/original/DP-100282-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100282-001.jpg,False,True
436283,Mountain View at Sunset,European Paintings,Paintings,Dutch,Oil on panel,1586,1586,1591,Vincent van Gogh,Dutch,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100283-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100283-001.jpg,False,True
436284,Interior Scene,European Paintings,Paintings,French,Oil and acrylic on canvas,1731,1731,1732,Jean-Antoine Houdon,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100284-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100284-001.jpg,True,True
436285,Still Life with Flowers,European Paintings,Paintings,Italian,Oil on canvas,1558,1558,1563,,Italian,,https://images.metmuseum.org/CRDImages/ep/original/DP-100285-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100285-001.jpg,False,True
436286,Landscape with River,European Paintings,Paintings,American,Oil on panel,1729,1729,1734,Winslow Homer,American,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100286-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100286-001.jpg,True,True
436287,Mountain View at Sunset,European Paintings,Paintings,French,Oil on canvas,1778,1778,1780,Marie-Gabrielle Capet,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100287-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100287-001.jpg,True,True
436288,Village Festival,European Paintings,Prints,British,Lithograph on paper,1665,1665,1669,Joshua Reynolds,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100288-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100288-001.jpg,True,True
436289,Interior Scene,European Paintings,Paintings,Netherlandish,Oil on canvas,1771,1771,1774,Jan van Eyck,Netherlandish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100289-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100289-001.jpg,False,True
436290,Allegory of Spring,Modern and Contemporary Art,Drawings,French,Charcoal on paper,1439,1439,1440,Edgar Degas,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100290-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100290-001.jpg,True,True
436291,Landscape with River,European Paintings,Paintings,British,Oil on canvas,1583,1583,1585,Joshua Reynolds,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100291-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100291-001.jpg,False,True
436292,Landscape with River,European Paintings,Paintings,German,Oil on panel,1862,1862,1867,Hans Holbein the Younger,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100292-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100292-001.jpg,False,True
436293,Village Festival,European Paintings,Paintings,American,Tempera on wood,1643,1643,1647,Harriet Hosmer,American,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100293-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100293-001.jpg,True,True
436294,Mountain View at Sunset,European Paintings,Paintings,British,Oil and acrylic on canvas,1562,1562,1567,J.M.W. Turner,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100294-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100294-001.jpg,False,True
436295,Mythological Scene,European Paintings,Paintings,Netherlandish,Tempera on wood,1742,1742,1746,,Netherlandish,,https://images.metmuseum.org/CRDImages/ep/original/DP-100295-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100295-001.jpg,True,True
436296,Portrait of a Gentleman,European Paintings,Prints,German,Woodcut,1825,1825,1830,,German,,https://images.metmuseum.org/CRDImages/ep/original/DP-100296-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100296-001.jpg,False,True
436297,Mythological Scene,European Paintings,Prints,Unknown,Etching and engraving,1653,1653,1654,,Unknown,,https://images.metmuseum.org/CRDImages/ep/original/DP-100297-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100297-001.jpg,True,True
436298,Saint Jerome in His Study,European Paintings,Paintings,British,Oil and acrylic on canvas,1828,1828,1831,Thomas Gainsborough,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100298-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100298-001.jpg,True,True
436299,Mythological Scene,European Paintings,Prints,French,Etching and engraving,1557,1557,1562,Edgar Degas,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100299-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100299-001.jpg,False,True
436300,Mountain View at Sunset,European Paintings,Paintings,French,Oil on panel,1586,1586,1590,Claude Monet,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100300-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100300-001.jpg,True,True
436301,Allegory of Spring,Modern and Contemporary Art,Drawings,French,Graphite on paper,1735,1735,1740,Marie-Gabrielle Capet,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100301-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100301-001.jpg,True,True
436302,Bust of a Woman,European Paintings,Paintings,Dutch,Oil on canvas,1788,1788,1789,Rembrandt van Rijn,Dutch,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100302-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100302-001.jpg,True,True
436303,Mountain View at Sunset,European Paintings,Paintings,Netherlandish,Oil and acrylic on canvas,1821,1821,1825,,Netherlandish,,https://images.metmuseum.org/CRDImages/ep/original/DP-100303-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100303-001.jpg,False,True
436304,Self-Portrait,European Paintings,Paintings,German,Oil on canvas,1885,1885,1886,,German,,https://images.metmuseum.org/CRDImages/ep/original/DP-100304-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100304-001.jpg,True,True
436305,Studies of Hands and Drapery,European Paintings,Prints,German,Lithograph on paper,1950,1950,1952,Albrecht Dürer,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100305-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100305-001.jpg,True,True
436306,Mythological Scene,European Paintings,Prints,Netherlandish,Etching and engraving,1768,1768,1772,Jan van Eyck,Netherlandish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100306-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100306-001.jpg,True,True
436307,Self-Portrait,European Paintings,Prints,French,Lithograph on paper,1681,1681,1686,Edgar Degas,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100307-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100307-001.jpg,False,True
436308,Allegory of Spring,European Paintings,Paintings,Unknown,Oil and acrylic on canvas,1878,1878,1882,,Unknown,,https://images.metmuseum.org/CRDImages/ep/original/DP-100308-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100308-001.jpg,True,True
436309,Bust of a Woman,Modern and Contemporary Art,Drawings,Italian,Charcoal on paper,1653,1653,1657,,Italian,,https://images.metmuseum.org/CRDImages/ep/original/DP-100309-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100309-001.jpg,True,True
436310,Village Festival,European Paintings,Paintings,French,Oil on panel,1743,1743,1745,,French,,https://images.metmuseum.org/CRDImages/ep/original/DP-100310-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100310-001.jpg,False,True
436311,Self-Portrait,European Paintings,Paintings,German,Oil on canvas,1562,1562,1564,Hans Holbein the Younger,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100311-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100311-001.jpg,False,True
436312,Bust of a Woman,European Paintings,Prints,French,Lithograph on paper,1421,1421,1423,Marie-Denise Villers,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100312-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100312-001.jpg,False,True
436313,Study of a Young Woman,European Paintings,Prints,German,Lithograph on paper,1920,1920,1924,Hans Holbein the Younger,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100313-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100313-001.jpg,True,True
436314,The Holy Family,European Paintings,Paintings,Spanish,Tempera on wood,1840,1840,1842,Diego Velázquez,Spanish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100314-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100314-001.jpg,True,True
436315,Still Life with Flowers,European Paintings,Paintings,German,Oil on canvas,1889,1889,1893,Hans Holbein the Younger,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100315-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100315-001.jpg,True,True
436316,The Holy Family,European Paintings,Paintings,French,Oil and acrylic on canvas,1779,1779,1782,,French,,https://images.metmuseum.org/CRDImages/ep/original/DP-100316-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100316-001.jpg,False,True
436317,Portrait of a Gentleman,European Paintings,Prints,Netherlandish,Woodcut,1683,1683,1687,,Netherlandish,,https://images.metmuseum.org/CRDImages/ep/original/DP-100317-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100317-001.jpg,True,True
436318,Portrait of a Noblewoman,European Paintings,Paintings,German,Oil and acrylic on canvas,1583,1583,1584,,German,,https://images.metmuseum.org/CRDImages/ep/original/DP-100318-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100318-001.jpg,False,True
436319,Portrait of a Gentleman,European Paintings,Paintings,German,Oil on canvas,1660,1660,1664,,German,,https://images.metmuseum.org/CRDImages/ep/original/DP-100319-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100319-001.jpg,False,True
436320,Bust of a Woman,European Paintings,Paintings,French,Oil on panel,1711,1711,1712,Édouard Manet,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100320-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100320-001.jpg,False,True
436321,The Holy Family,European Paintings,Paintings,American,Tempera on wood,1856,1856,1859,Winslow Homer,American,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100321-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100321-001.jpg,True,True
436322,Mythological Scene,Modern and Contemporary Art,Drawings,Italian,Watercolor and ink on paper,1844,1844,1848,,Italian,,https://images.metmuseum.org/CRDImages/ep/original/DP-100322-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100322-001.jpg,False,True
436323,Studies of Hands and Drapery,European Paintings,Paintings,Netherlandish,Tempera on wood,1636,1636,1639,Catharina van Hemessen,Netherlandish,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100323-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100323-001.jpg,False,True
436324,Still Life with Flowers,European Paintings,Paintings,Unknown,Oil on panel,1903,1903,1906,,Unknown,,https://images.metmuseum.org/CRDImages/ep/original/DP-100324-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100324-001.jpg,True,True
436325,The Holy Family,European Paintings,Paintings,Netherlandish,Oil and acrylic on canvas,1881,1881,1883,Rogier van der Weyden,Netherlandish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100325-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100325-001.jpg,False,True
436326,Village Festival,European Paintings,Paintings,Flemish,Oil and acrylic on canvas,1711,1711,1716,Clara Peeters,Flemish,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100326-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100326-001.jpg,False,True
436327,Allegory of Spring,Modern and Contemporary Art,Sculpture,Netherlandish,Bronze statue,1872,1872,1874,,Netherlandish,,https://images.metmuseum.org/CRDImages/ep/original/DP-100327-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100327-001.jpg,True,True
436328,Portrait of a Gentleman,European Paintings,Paintings,Netherlandish,Oil on canvas,1737,1737,1740,,Netherlandish,,https://images.metmuseum.org/CRDImages/ep/original/DP-100328-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100328-001.jpg,False,True
436329,Self-Portrait,European Paintings,Paintings,Netherlandish,Tempera on wood,1656,1656,1660,,Netherlandish,,https://images.metmuseum.org/CRDImages/ep/original/DP-100329-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100329-001.jpg,True,True
436330,Mythological Scene,European Paintings,Paintings,French,Oil on panel,1654,1654,1659,Jean-Antoine Houdon,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100330-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100330-001.jpg,True,True
436331,Interior Scene,European Paintings,Paintings,German,Oil and acrylic on canvas,1846,1846,1850,Hans Holbein the Younger,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100331-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100331-001.jpg,True,True
436332,Allegory of Spring,European Paintings,Paintings,Unknown,Oil and acrylic on canvas,1458,1458,1460,,Unknown,,https://images.metmuseum.org/CRDImages/ep/original/DP-100332-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100332-001.jpg,False,True
436333,Mythological Scene,European Paintings,Paintings,Unknown,Oil and acrylic on canvas,1563,1563,1565,,Unknown,,https://images.metmuseum.org/CRDImages/ep/original/DP-100333-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100333-001.jpg,False,True
436334,Interior Scene,European Paintings,Paintings,German,Tempera on wood,1539,1539,1544,Lucas Cranach the Elder,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100334-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100334-001.jpg,False,True
436335,Mountain View at Sunset,European Paintings,Prints,Flemish,Lithograph on paper,1544,1544,1548,Anthony van Dyck,Flemish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100335-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100335-001.jpg,False,True
436336,The Holy Family,European Paintings,Paintings,Flemish,Oil on canvas,1831,1831,1833,Clara Peeters,Flemish,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100336-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100336-001.jpg,False,True
436337,Still Life with Flowers,Modern and Contemporary Art,Drawings,Dutch,Charcoal on paper,1820,1820,1821,Rachel Ruysch,Dutch,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100337-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100337-001.jpg,False,True
436338,Portrait of a Noblewoman,European Paintings,Prints,French,Drypoint,1780,1780,1781,,French,,https://images.metmuseum.org/CRDImages/ep/original/DP-100338-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100338-001.jpg,False,True
436339,Landscape with River,European Paintings,Paintings,Dutch,Oil and acrylic on canvas,1589,1589,1591,Vincent van Gogh,Dutch,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100339-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100339-001.jpg,False,True
436340,Still Life with Flowers,Modern and Contemporary Art,Drawings,German,Graphite on paper,1766,1766,1769,,German,,https://images.metmuseum.org/CRDImages/ep/original/DP-100340-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100340-001.jpg,False,True
436341,The Holy Family,European Paintings,Paintings,Flemish,Tempera on wood,1770,1770,1772,Anthony van Dyck,Flemish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100341-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100341-001.jpg,True,True
436342,Portrait of a Gentleman,European Paintings,Paintings,Unknown,Oil and acrylic on canvas,1685,1685,1690,,Unknown,,https://images.metmuseum.org/CRDImages/ep/original/DP-100342-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100342-001.jpg,False,True
436343,Self-Portrait,European Paintings,Paintings,British,Oil on panel,1754,1754,1757,Thomas Gainsborough,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100343-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100343-001.jpg,False,True
436344,Still Life with Flowers,European Paintings,Paintings,Spanish,Tempera on wood,1762,1762,1767,Francisco Goya,Spanish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100344-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100344-001.jpg,True,True
436345,Portrait of a Gentleman,European Paintings,Paintings,Netherlandish,Oil on canvas,1854,1854,1858,,Netherlandish,,https://images.metmuseum.org/CRDImages/ep/original/DP-100345-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100345-001.jpg,False,True
436346,Mountain View at Sunset,European Paintings,Prints,Netherlandish,Lithograph on paper,1811,1811,1816,Rogier van der Weyden,Netherlandish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100346-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100346-001.jpg,False,True
436347,Saint Jerome in His Study,European Paintings,Paintings,Netherlandish,Oil and acrylic on canvas,1534,1534,1536,Rogier van der Weyden,Netherlandish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100347-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100347-001.jpg,False,True
436348,Allegory of Spring,European Paintings,Paintings,Spanish,Oil on canvas,1758,1758,1760,Diego Velázquez,Spanish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100348-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100348-001.jpg,False,True
436349,Mountain View at Sunset,European Paintings,Paintings,Unknown,Tempera on wood,1846,1846,1847,,Unknown,,https://images.metmuseum.org/CRDImages/ep/original/DP-100349-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100349-001.jpg,True,True
436350,Landscape with River,European Paintings,Paintings,Netherlandish,Oil and acrylic on canvas,1727,1727,1730,,Netherlandish,,https://images.metmuseum.org/CRDImages/ep/original/DP-100350-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100350-001.jpg,False,True
436351,Portrait of a Noblewoman by Labille-Guiard,European Paintings,Prints,French,Woodcut,1834,1834,1835,Adélaïde Labille-Guiard,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100351-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100351-001.jpg,True,True
436352,Allegory of Spring,Modern and Contemporary Art,Drawings,Netherlandish,Graphite on paper,1823,1823,1825,,Netherlandish,,https://images.metmuseum.org/CRDImages/ep/original/DP-100352-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100352-001.jpg,True,True
436353,Portrait of a Gentleman by Brun,European Paintings,Paintings,French,Oil on panel,1529,1529,1532,Élisabeth Louise Vigée Le Brun,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100353-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100353-001.jpg,False,True
436354,Studies of Hands and Drapery,European Paintings,Paintings,Flemish,Oil on canvas,1557,1557,1559,Anthony van Dyck,Flemish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100354-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100354-001.jpg,True,True
436355,Landscape with River,European Paintings,Paintings,Netherlandish,Oil and acrylic on canvas,1844,1844,1847,Jan van Eyck,Netherlandish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100355-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100355-001.jpg,False,True
436356,Mountain View at Sunset,European Paintings,Paintings,French,Oil on panel,1411,1411,1415,Paul Cézanne,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100356-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100356-001.jpg,True,True
436357,Portrait of a Gentleman,Modern and Contemporary Art,Drawings,German,Embroidered silk textile,1714,1714,1718,,German,,https://images.metmuseum.org/CRDImages/ep/original/DP-100357-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100357-001.jpg,False,True
436358,Still Life with Flowers,European Paintings,Prints,German,Etching and engraving,1919,1919,1920,Lucas Cranach the Elder,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100358-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100358-001.jpg,False,True
436359,Study of a Young Woman,Modern and Contemporary Art,Drawings,French,Ivory plaque,1771,1771,1772,Suzanne Valadon,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100359-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100359-001.jpg,True,True
