objectID,title,department,classification,culture,medium,objectDate,objectBeginDate,objectEndDate,artistDisplayName,artistNationality,artistGender,artistBeginDate,artistEndDate,primaryImage,primaryImageSmall,tags,creditLine,isHighlight,source_harvest
764091,Our Lady of Valvanera,The American Wing,,Peru (Cuzco),Oil and gold on canvas,ca. 1770–80,1765,1775,Unknown,,,,,https://images.metmuseum.org/CRDImages/ad/original/DP-17034-002.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP-17034-002.jpg,Birds;Men;Madonna and Child,"Gift of James Kung Wei Li, in memory of Ambassador and Mme Ti-Tsun Li, Republic of China, 2018",True,results_harvest_17_departments/met_metadata.csv
323527,Furniture support: female sphinx with Hathor-style curls,Ancient West Asian Art,,Old Assyrian Trading Colony,"Ivory (hippopotamus), gold foil",ca. 18th century BCE,-1800,-1700,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP110479.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP110479.jpg,Sphinx,"Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936",False,results_harvest_17_departments/met_metadata.csv
14007,Water-lily textile,The American Wing,,American,"Silk, printed, woven",1883–1900,1883,1900,Associated Artists,American,,1883.0,1907.0,https://images.metmuseum.org/CRDImages/ad/original/DP8057.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP8057.jpg,Flowers,"Gift of Mrs. Boudinot Keith, 1928",False,results_harvest_17_departments/met_metadata.csv
323478,Drachm,Ancient West Asian Art,,Parthian,Silver,ca. 200–150 BC,-205,-145,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP-13132-005.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-13132-005.jpg,Faces,"Rogers Fund, 1936",False,results_harvest_17_departments/met_metadata.csv
322891,Furniture support: female sphinx with Hathor-style curls,Ancient West Asian Art,,Old Assyrian Trading Colony,"Ivory (hippopotamus), gold foil",ca. 18th century BCE,-1800,-1700,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP110464.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP110464.jpg,Sphinx,"Gift of George D. Pratt, 1932",False,results_harvest_17_departments/met_metadata.csv
323508,Obol,Ancient West Asian Art,,Parthian,Silver,ca. 1st century CE,0,0,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP-29266-001.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-29266-001.jpg,,"Rogers Fund, 1936",False,results_harvest_17_departments/met_metadata.csv
323520,Furniture support: female sphinx with Hathor-style curls,Ancient West Asian Art,,Old Assyrian Trading Colony,"Ivory (hippopotamus), gold foil",ca. 18th century BCE,-1800,-1700,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP110470.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP110470.jpg,Sphinx,"Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936",False,results_harvest_17_departments/met_metadata.csv
323512,Obol,Ancient West Asian Art,,Parthian,Silver,ca. 1st century BCE,-100,-1,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP-13132-015.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-13132-015.jpg,,"Rogers Fund, 1936",False,results_harvest_17_departments/met_metadata.csv
323573,Furniture plaque: incised waterbirds,Ancient West Asian Art,,Old Assyrian Trading Colony,Ivory,ca. 18th century BCE,-1800,-1700,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP110497.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP110497.jpg,Birds,"Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936",False,results_harvest_17_departments/met_metadata.csv
323509,Hemidrachm,Ancient West Asian Art,,Parthian,Silver,ca. 1st century CE,1,100,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP-13132-009.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-13132-009.jpg,Profiles,"Rogers Fund, 1936",False,results_harvest_17_departments/met_metadata.csv
324579,Top of standard with male figure and flanking ibexes attacked by dogs,Ancient West Asian Art,,Elamite,Bronze,ca. 1500–1100 BCE,-1500,-1100,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP370180.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP370180.jpg,Men;Dogs;Ibex,"Harris Brisbane Dick Fund, 1957",False,results_harvest_17_departments/met_metadata.csv
325839,Bowl,Ancient West Asian Art,,Iranian,Ceramic,4th–2nd century BC,-400,-100,,,,,,https://images.metmuseum.org/CRDImages/an/original/ME66_205_2.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME66_205_2.jpg,,"Gift of Mehdi Mahboubian, 1966",False,results_harvest_17_departments/met_metadata.csv
323511,Obol,Ancient West Asian Art,,Parthian,Silver,ca. 1st century BCE,-100,-1,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP-13132-013.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-13132-013.jpg,Men;Profiles,"Rogers Fund, 1936",False,results_harvest_17_departments/met_metadata.csv
13863,George Washington Quilt,The American Wing,,American,Wholecloth printed cotton,about 1876,1873,1879,,,,,,https://images.metmuseum.org/CRDImages/ad/original/DT8212.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DT8212.jpg,George Washington;Flowers,"Gift of Helen W. Hughart, 1985",False,results_harvest_17_departments/met_metadata.csv
323479,Drachm,Ancient West Asian Art,,Parthian,Silver,ca. 1st century BCE,-100,-1,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP-13132-007.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-13132-007.jpg,Men;Profiles,"Rogers Fund, 1936",False,results_harvest_17_departments/met_metadata.csv
327483,Votive plaque inscribed with Sabaean dedication,Ancient West Asian Art,,,Copper alloy,ca. late 1st millennium BCE,-250,-1,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP368662.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP368662.jpg,,"Pfeiffer Fund, 1993",False,results_harvest_17_departments/met_metadata.csv
329077,Head of a ruler,Ancient West Asian Art,,,Copper alloy,ca. 2300–2000 BCE,-2300,-2000,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP-23662-001.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-23662-001.jpg,Heads;Men,"Rogers Fund, 1947",True,results_harvest_17_departments/met_metadata.csv
13756,Sampler,The American Wing,,American,Silk embroidery on linen,1795,1795,1795,Mary Waine,American,Female,1783.0,1883.0,https://images.metmuseum.org/CRDImages/ad/original/197225.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/197225.jpg,Birds;Men;Women;Cows;Deer;Dogs;Horses,"Bequest of Flora E. Whiting, 1971",False,results_harvest_17_departments/met_metadata.csv
323971,Boss from a disc-headed pin,Ancient West Asian Art,,Iran,Bronze,ca. 8th–7th century BCE,-800,-600,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP-25848-001.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-25848-001.jpg,Heads,"Rogers Fund, 1943",False,results_harvest_17_departments/met_metadata.csv
323972,Plaque with horned animal,Ancient West Asian Art,,Iran,Bronze,ca. 8th–7th century BCE,-800,-600,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP-25850-001.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-25850-001.jpg,Animals,"Rogers Fund, 1943",False,results_harvest_17_departments/met_metadata.csv
320347,Feathered serpent head,The Michael C. Rockefeller Wing,Stone-Sculpture,Teotihuacan,"Stone, pigment",100-500 CE,100,500,Teotihuacan artist(s),,,,,https://images.metmuseum.org/CRDImages/ao/original/DP-39201-004.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-39201-004.jpg,,"Museum Purchase, 1900",False,results_harvest_17_departments/met_metadata.csv
324324,Handle of a flywhisk or fan,Ancient West Asian Art,,Assyrian,Ivory,ca. 8th–7th century BC,-800,-600,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP-38927-001.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-38927-001.jpg,,"Rogers Fund, 1954",False,results_harvest_17_departments/met_metadata.csv
10810,Arcadia,The American Wing,,American,Oil on canvas,ca. 1883,1880,1883,Thomas Eakins,American,,1844.0,1916.0,https://images.metmuseum.org/CRDImages/ad/original/DT221513.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DT221513.jpg,Male Nudes;Female Nudes;Flutes,"Bequest of Miss Adelaide Milton de Groot (1876-1967), 1967",False,results_harvest_17_departments/met_metadata.csv
328593,Monstrous male figure,Ancient West Asian Art,,Bactria-Margiana Archaeological Complex,"Chlorite, calcite, gold, iron",ca. late 3rd–early 2nd millennium BCE,-2250,-1750,,,,,,https://images.metmuseum.org/CRDImages/an/original/dp22227.jpg,https://images.metmuseum.org/CRDImages/an/web-large/dp22227.jpg,Men,"Purchase, 2009 Benefit Fund, Friends of Inanna Gifts, and Mr. and Mrs. Horiuchi Gift, 2010",False,results_harvest_17_departments/met_metadata.csv
309468,Jar with flying figure (the Oculate Being),The Michael C. Rockefeller Wing,Ceramics-Containers,Paracas,"Ceramic, post-fire paint",350 BCE–60 CE,-350,60,Paracas artist(s),,,,,https://images.metmuseum.org/CRDImages/ao/original/DP-24297-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-24297-001.jpg,,"Gift of Nathan Cummings, 1974",False,results_harvest_17_departments/met_metadata.csv
324321,Incised cosmetic box fragments with a warrior and four women,Ancient West Asian Art,,Assyrian,Ivory,ca. 9th–8th century BCE,-900,-700,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP-38930-001.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-38930-001.jpg,Men;Women,"Rogers Fund, 1954",False,results_harvest_17_departments/met_metadata.csv
327438,Winged deity,Ancient West Asian Art,,Hittite,"Bronze, gold",ca. 14th–13th century BCE,-1400,-1200,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP368657.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP368657.jpg,Deities,"Purchase, Rogers Fund and Michael Ward Gift, 1990",False,results_harvest_17_departments/met_metadata.csv
324138,Bowl with radial design of ibex horns,Ancient West Asian Art,,Iran,"Ceramic, paint",ca. 4500–4100 BCE,-4505,-4095,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP-26826-003.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-26826-003.jpg,,"Rogers Fund and Gifts of Lucy W. Drexel, Theodore M. Davis, Helen Miller Gould, Albert Gallatin, Egypt Exploration Fund and Egyptian Research Account, by exchange, 1950",False,results_harvest_17_departments/met_metadata.csv
317802,Pestle Finial,The Michael C. Rockefeller Wing,Stone-Implements,"Highlands, Mt. Hagen region",Stone,ca. 1500 BCE– ?1600 CE,-1500,1600,,,,,,https://images.metmuseum.org/CRDImages/ao/original/DT4055.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT4055.jpg,Birds,"Purchase, Discovery Communications Inc. Gift, 1996",False,results_harvest_17_departments/met_metadata.csv
14972,Decanter,The American Wing,,American,Blown and cut glass; clay cameo,ca. 1826–35,1826,1835,"Bakewell, Page & Bakewell",American,,1808.0,1882.0,https://images.metmuseum.org/CRDImages/ad/original/DT188.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DT188.jpg,Benjamin Franklin;Men;Profiles,"Purchase, The Overbrook Foundation Gift, 1995",False,results_harvest_17_departments/met_metadata.csv
13875,"Quilt, Presentation pattern",The American Wing,,American,Cotton and silk velvet,ca. 1849,1846,1849,Mary Hergenroder Simon,American,Female,1808.0,1877.0,https://images.metmuseum.org/CRDImages/ad/original/DT1825.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DT1825.jpg,Flowers,"Sansbury-Mills Fund, 1974",False,results_harvest_17_departments/met_metadata.csv
325080,Plaque with falcon-headed Re wearing crown of Upper and Lower Egypt,Ancient West Asian Art,,Assyrian,Ivory,ca. 8th–7th century BCE,-800,-600,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP110663.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP110663.jpg,Falcons,"Rogers Fund, 1960",False,results_harvest_17_departments/met_metadata.csv
325660,Openwork plaque with a striding sphinx,Ancient West Asian Art,,Assyrian,Ivory,ca. 9th–8th century BCE,-900,-700,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP-38944-001.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-38944-001.jpg,Sphinx,"Rogers Fund, 1964",False,results_harvest_17_departments/met_metadata.csv
307599,Eagle relief,The Michael C. Rockefeller Wing,Stone-Sculpture,Toltec,"Andesite or dacite, Maya blue, stucco, red pigment",900–1200 CE,900,1200,Toltec artist(s),,,,,https://images.metmuseum.org/CRDImages/ao/original/DP-20487-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-20487-001.jpg,Eagles,"Gift of Frederic E. Church, 1893",False,results_harvest_17_departments/met_metadata.csv
13607,Embroidered coverlet,The American Wing,,American,Wool embroidery on linen/cotton,1770,1770,1770,Mary Breed,American,Female,1751.0,1787.0,https://images.metmuseum.org/CRDImages/ad/original/DT11599.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DT11599.jpg,Birds;Flowers;Leaves,"Rogers Fund, 1922",False,results_harvest_17_departments/met_metadata.csv
325079,Incised furniture plaque with two figures in two registers,Ancient West Asian Art,,Assyrian,Ivory,ca. 9th century BCE,-900,-800,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP110662.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP110662.jpg,Men,"Rogers Fund, 1960",False,results_harvest_17_departments/met_metadata.csv
327399,Vessel terminating in the forepart of a stag,Ancient West Asian Art,,Hittite,"Silver, gold inlay",ca. 14th–13th century BCE,-1400,-1200,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP-42027-001.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-42027-001.jpg,Birds;Men;Deer;Deities;Goddess,"Gift of Norbert Schimmel Trust, 1989",True,results_harvest_17_departments/met_metadata.csv
310073,Grere'o (shield),The Michael C. Rockefeller Wing,Textiles-Non-Woven,Solomon Islands,"Fiber, parinarium-nut paste, chambered-nautilus shell, pigment",Early to mid-19th century,1800,1865,Solomon Islands artist,,,,,https://images.metmuseum.org/CRDImages/ao/original/DP-23190-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-23190-001.jpg,,"The Michael C. Rockefeller Memorial Collection, Gift of Nelson A. Rockefeller, 1972",True,results_harvest_17_departments/met_metadata.csv
13877,"Quilt, Album pattern",The American Wing,,American,Cotton,begun 1846,1846,1846,Brown and Turner families,,,,,https://images.metmuseum.org/CRDImages/ad/original/DP332444.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP332444.jpg,Eagles;Flowers,"Bequest of Margaret Brown Potvin, 1987",False,results_harvest_17_departments/met_metadata.csv
324198,Openwork plaque with a sphinx at a tree,Ancient West Asian Art,,Assyrian,Ivory,ca. 9th–8th century BCE,-900,-700,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP110556.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP110556.jpg,Sphinx,"Rogers Fund, 1952",False,results_harvest_17_departments/met_metadata.csv
891654,Bracelet with Assyrian-inspired design,Ancient West Asian Art,,British,Gold,ca. 1850–1880,1845,1885,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP-33402-002.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-33402-002.jpg,,"Henrietta and Christopher McCall Collection, Purchase, Henrie Jo Barth Bequest, and Museum Acquisitions and Josephine Lois Berger-Nadler Endowment Funds, 2023",False,results_harvest_17_departments/met_metadata.csv
315052,Effigy bottle,The Michael C. Rockefeller Wing,Ceramics-Containers,Wari,"Ceramic, slip",650–1000 CE,650,1000,Wari artist(s),,,,,https://images.metmuseum.org/CRDImages/ao/original/DP-24258-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-24258-001.jpg,,"Purchase, Mary R. Morgan Gift, 1987",False,results_harvest_17_departments/met_metadata.csv
324937,Cloisonné furniture or cosmetic box plaque with three frontal heads,Ancient West Asian Art,,Assyrian,Ivory,ca. 8th–7th century BCE,-800,-600,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP110654.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP110654.jpg,Heads,"Rogers Fund, 1959",False,results_harvest_17_departments/met_metadata.csv
10956,Gilbert Stuart,The American Wing,,American,Watercolor on ivory,ca. 1825,1822,1825,Sarah Goodridge,American,Female,1788.0,1853.0,https://images.metmuseum.org/CRDImages/ad/original/DP162116.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP162116.jpg,Men;Portraits,"The Moses Lazarus Collection, Gift of Josephine and Sarah Lazarus, in memory of their father, 1888-95",False,results_harvest_17_departments/met_metadata.csv
322603,Molded plaque: king or a god carrying a mace,Ancient West Asian Art,,Isin-Larsa–Old Babylonian,Ceramic,ca. 2000–1700 BCE,-2000,-1700,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP368640.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP368640.jpg,Weapons;Men,"Rogers Fund, 1932",False,results_harvest_17_departments/met_metadata.csv
310364,Vessel with mythological scene,The Michael C. Rockefeller Wing,Ceramics-Containers,Maya,"Ceramic, slip",600–800 CE,600,800,Metropolitan Painter,,,600.0,800.0,https://images.metmuseum.org/CRDImages/ao/original/DP-576-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-576-001.jpg,Men;Mythical Creatures;Dogs;Serpents;Deities,"The Michael C. Rockefeller Memorial Collection, Purchase, Nelson A. Rockefeller Gift, 1968",True,results_harvest_17_departments/met_metadata.csv
325875,Furniture element made from a hippopotamus incisor,Ancient West Asian Art,,Assyrian,Ivory (hippopotamus),ca. 9th–8th century BCE,-900,-700,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP115147.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP115147.jpg,,"Harris Brisbane Dick Fund, 1967",False,results_harvest_17_departments/met_metadata.csv
891657,Brooch with Assyrian and Achaemenid Persian-inspired design,Ancient West Asian Art,,British,Gold,ca. 1870,0,0,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP-33405-001.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-33405-001.jpg,,"Henrietta and Christopher McCall Collection, Purchase, Henrie Jo Barth Bequest, and Museum Acquisitions and Josephine Lois Berger-Nadler Endowment Funds, 2023",False,results_harvest_17_departments/met_metadata.csv
327401,Seated goddess with a child,Ancient West Asian Art,,Hittite,Gold,ca. 14th–13th century BCE,-1400,-1200,,,,,,https://images.metmuseum.org/CRDImages/an/original/DT873.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DT873.jpg,Children;Goddess,"Gift of Norbert Schimmel Trust, 1989",True,results_harvest_17_departments/met_metadata.csv
322610,Relief panel,Ancient West Asian Art,,Assyrian,Gypsum alabaster,ca. 883–859 BCE,-883,-859,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP375419.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP375419.jpg,,"Gift of John D. Rockefeller Jr., 1932",False,results_harvest_17_departments/met_metadata.csv
325874,Incised furniture plaque with a frieze of lotus blossoms and buds,Ancient West Asian Art,,Assyrian,"Ivory, paint traces",ca. 9th–8th century BCE,-900,-700,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP115146.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP115146.jpg,Lotuses,"Harris Brisbane Dick Fund, 1967",False,results_harvest_17_departments/met_metadata.csv
309385,Double-chambered bottle with mouse,The Michael C. Rockefeller Wing,Ceramics-Containers,Recuay,"Ceramic, slip",200–700 CE,200,700,Recuay artist(s),,,,,https://images.metmuseum.org/CRDImages/ao/original/DP102151.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP102151.jpg,Mice,"Gift of Nathan Cummings, 1966",False,results_harvest_17_departments/met_metadata.csv
325995,Sealing on jar stopper (?),Ancient West Asian Art,,Parthian,Ceramic,ca. 1st century BCE–3rd century CE,-1,3,,,,,,https://images.metmuseum.org/CRDImages/an/original/vs69_24_38.jpg,https://images.metmuseum.org/CRDImages/an/web-large/vs69_24_38.jpg,,"Purchase, H. Dunscombe Colt Gift, 1969",False,results_harvest_17_departments/met_metadata.csv
329072,"Statue of Gudea, named “Gudea, the man who built the temple, may his life be long”",Ancient West Asian Art,,Neo-Sumerian,Diorite,ca. 2090 BCE,-2090,-2090,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP-23786-001.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-23786-001.jpg,Men,"Harris Brisbane Dick Fund, 1959",True,results_harvest_17_departments/met_metadata.csv
317877,Processional Cross,The Michael C. Rockefeller Wing,Metal-Sculpture,Northern Highlands region,Brass,14th–15th century,1300,1500,Northern Highlands artist,,,,,https://images.metmuseum.org/CRDImages/ao/original/DP100984.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP100984.jpg,,"Purchase, Elaine Rosenberg Gift and funds from various donors, 1998",False,results_harvest_17_departments/met_metadata.csv
13576,Embroidered Carpet,The American Wing,,American,"Wool, embroidered in chain-stitch",1832–35,1832,1835,Zeruah H. Guernsey Caswell,American,Female,1805.0,1895.0,https://images.metmuseum.org/CRDImages/ad/original/DT823.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DT823.jpg,Birds;Cats;Dogs;Flowers;Plants,"Gift of Katharine Keyes, in memory of her father, Homer Eaton Keyes, 1938",False,results_harvest_17_departments/met_metadata.csv
323710,Cup,Ancient West Asian Art,,Iran,Ceramic,ca. 3980–3865 BC,-3980,-3865,,,,,,https://images.metmuseum.org/CRDImages/an/original/ME39_60_2.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME39_60_2.jpg,,"Gift of Museum of Tehran, 1939",False,results_harvest_17_departments/met_metadata.csv
324739,Openwork furniture plaque with a grazing oryx in a forest of fronds,Ancient West Asian Art,,Assyrian,Ivory,ca. 9th–8th century BCE,-900,-700,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP110622.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP110622.jpg,Animals,"Rogers Fund, 1958",True,results_harvest_17_departments/met_metadata.csv
323709,Cup,Ancient West Asian Art,,Iran,Ceramic,ca. 3980–3865 BCE,-3980,-3865,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP-25534-001.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-25534-001.jpg,,"Gift of Museum of Tehran, 1939",False,results_harvest_17_departments/met_metadata.csv
322611,Relief panel,Ancient West Asian Art,,Assyrian,Gypsum alabaster,ca. 883–859 BCE,-883,-859,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP375420.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP375420.jpg,,"Gift of John D. Rockefeller Jr., 1932",True,results_harvest_17_departments/met_metadata.csv
13638,"Coverlet, Agriculture & Manufactures pattern",The American Wing,,American,"Wool and cotton, woven",1837,1837,1837,,,,,,https://images.metmuseum.org/CRDImages/ad/original/TP563.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/TP563.jpg,Eagles;Flowers,"Gift of Mrs. Laura Tillson Vail, 1925",False,results_harvest_17_departments/met_metadata.csv
323794,Vessel,Ancient West Asian Art,,Elamite,Ceramic,ca. late 3rd millennium BCE,-3000,-2000,,,,,,https://images.metmuseum.org/CRDImages/an/original/ME48_98_11.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME48_98_11.jpg,Birds,"Rogers Fund, 1948",False,results_harvest_17_departments/met_metadata.csv
329076,"Shaft-hole axe head with bird-headed demon, boar, and dragon",Ancient West Asian Art,,Bactria-Margiana Archaeological Complex,"Silver, gold foil",ca. late 3rd–early 2nd millennium BCE,-2250,-1750,,,,,,https://images.metmuseum.org/CRDImages/an/original/1982.5.jpg,https://images.metmuseum.org/CRDImages/an/web-large/1982.5.jpg,Birds;Dragons;Boars;Demons,"Purchase, Harris Brisbane Dick Fund, and James N. Spear and Schimmel Foundation Inc. Gifts, 1982",True,results_harvest_17_departments/met_metadata.csv
22912,Dirk with Sheath,Arms and Armor,Daggers,French,"Steel, wood",ca. 1650–1700,1650,1700,,,,,,https://images.metmuseum.org/CRDImages/aa/original/DT11928.jpg,https://images.metmuseum.org/CRDImages/aa/web-large/DT11928.jpg,Adam;Eve,"Gift of Jean Jacques Reubell, in memory of his mother, Julia C. Coster, and of his wife, Adeline E. Post, both of New York City, 1926",False,results_harvest_17_departments/met_metadata.csv
897907,Armchair,The American Wing,,American,"Cherry, white pine, modern upholstery",ca. 1781,1776,1786,Eliphalet Chapin,American,,1741.0,1807.0,https://images.metmuseum.org/CRDImages/ad/original/DP-29207-001.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP-29207-001.jpg,,"Gift of Erving and Joyce Wolf, in memory of Diane R. Wolf, 2023",False,results_harvest_17_departments/met_metadata.csv
323944,Vessel in form of horned quadruped,Ancient West Asian Art,,Iran,Ceramic,ca. 700–550 BCE,-700,-550,,,,,,https://images.metmuseum.org/CRDImages/an/original/ME43_89_2.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME43_89_2.jpg,Animals,"Rogers Fund, 1943",False,results_harvest_17_departments/met_metadata.csv
322890,Furniture support: female sphinx with Hathor-style curls,Ancient West Asian Art,,Old Assyrian Trading Colony,"Ivory (Hippopotamus), gold foil",ca. 18th century BCE,-1800,-1700,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP110463.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP110463.jpg,Sphinx,"Gift of George D. Pratt, 1932",True,results_harvest_17_departments/met_metadata.csv
35388,Two-Handed Sword,Arms and Armor,Swords,British or Western European,"Steel, latten or copper alloy",ca. 1400–1450,1375,1475,,,,,,https://images.metmuseum.org/CRDImages/aa/original/LC-L_2008_32_1-004-Edit.jpg,https://images.metmuseum.org/CRDImages/aa/web-large/LC-L_2008_32_1-004-Edit.jpg,,"Gift of Laird Landmann and Kathleen Kinney Landmann, in celebration of the Museum’s 150th Anniversary, 2023",False,results_harvest_17_departments/met_metadata.csv
325818,Necklace with the head of the Egyptian god Bes,Ancient West Asian Art,,Achaemenid,Gold,ca. 6th–4th century BCE,-600,-300,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP-41780-001.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-41780-001.jpg,Bes;Horses,"Dodge Fund, 1965",False,results_harvest_17_departments/met_metadata.csv
329073,Seated female,Ancient West Asian Art,,Bactria-Margiana Archaeological Complex,"Steatite or chlorite, alabaster",ca. late 3rd–early 2nd millennium BCE,-2250,-1750,,,,,,https://images.metmuseum.org/CRDImages/an/original/DT867.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DT867.jpg,Women,"Gift of Norbert Schimmel Trust, 1989",True,results_harvest_17_departments/met_metadata.csv
788188,Gold-inlaid Colt Model 1849 Pocket Revolver (serial no. 63306),Arms and Armor,Firearms-Pistols-Revolvers,"American, Hartford, Connecticut","Steel, copper alloy, gold, wood (walnut)",ca. 1853,1848,1858,Samuel Colt,American,,1814.0,1862.0,https://images.metmuseum.org/CRDImages/aa/original/DP-17928-001.jpg,https://images.metmuseum.org/CRDImages/aa/web-large/DP-17928-001.jpg,,"Gift of The Robert M. Lee Foundation, in celebration of the Museum’s 150th Anniversary, 2018",False,results_harvest_17_departments/met_metadata.csv
325081,"Incised horse frontlet carved into the shape of a flowering, volute palmette tree",Ancient West Asian Art,,Assyrian,Ivory,ca. 9th–8th century BCE,-900,-700,,,,,,https://images.metmuseum.org/CRDImages/an/original/DP110664.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP110664.jpg,Trees,"Rogers Fund, 1960",False,results_harvest_17_departments/met_metadata.csv
